54.29	1.98097657530028	3645.97270537865	1948.73090912695
48.06	2.00653308071713	3433.69175627240	2445.30837224579
47.65	2.00238011960977	3562.35997012696	2589.98110073006
46.38	2.02386906152115	3635.50889289352	2606.40981474641
48.03	1.99607446110945	3729.94860613612	2684.78592379172
45.59	2.00260053691032	3622.61146496815	2562.89682338764
48.65	2.00183837616776	3633.50314653881	2683.49346968336
46.93	2.00770660046858	3628.06528970372	2583.7074776288
47.43	2.01010227410270	3632.74064990803	2593.47721655805
47.65	2.00646817365123	3682.58859784283	2746.57254066361
47.44	2.00994057483141	3626.62586074981	2610.86965493814
48.05	2.01448797221115	3673.15769377625	2634.47556957217
48.17	2.02225747456475	3675.46133902699	2658.68017069774
48.26	2.02983315960519	3687.30437437972	2819.58654368293
46.47	2.03027603734358	3761.83156702532	2486.5386422
48.42	1.97334541695847	3770.65714950733	2710.1598262084
47.76	2.08515955979884	3641.57432174245	2613.8669785457
48.81	2.16626537941297	3850.41113219481	2792.39617902014
47.24	2.00146977697376	4064.27221172023	2901.31009714882
52.00	2.18116748497777	4178.74396135266	3071.76018259983

